bus_id,route,bus_type,depot,date,capacity,passengers,occupancy_rate,distance_km,fare_per_passenger,revenue,fuel_consumed_liters,month,day_of_week
AP0397,Eluru-Hyderabad,Volvo AC,Visakhapatnam,2024-05-31,57,29,52.09,212.24,821.15,23813.35,52.43,May,Friday
AP0398,Nellore-Chennai,Super Luxury,Guntur,2024-06-23,45,22,49.94,537.1,824.71,18143.71,111.62,June,Sunday
AP0399,Kakinada-Vijayawada,Ordinary,Guntur,2024-08-26,59,35,60.07,314.12,100.0,3500.0,69.11,August,Monday
AP0400,Kadapa-Hyderabad,Ordinary,Guntur,2024-10-08,59,37,63.16,248.27,223.14,8256.24,54.85,October,Tuesday
AP0401,Hyderabad-Vijayawada,Super Luxury,Nellore,2024-07-25,53,50,95.02,274.31,680.6,34029.87,70.55,July,Thursday
AP0402,Kadapa-Hyderabad,Sleeper,Visakhapatnam,2024-11-07,36,31,87.57,441.54,502.65,15582.07,82.4,November,Thursday
AP0403,Hyderabad-Vijayawada,Sleeper,Hyderabad,2024-12-04,44,35,80.05,278.99,651.96,22818.51,91.38,December,Wednesday
AP0404,Hyderabad-Tirupati,Express,Hyderabad,2024-05-25,55,49,90.35,593.94,390.99,19158.39,163.12,May,Saturday
AP0405,Hyderabad-Tirupati,Express,Kurnool,2024-06-21,63,46,73.69,554.79,266.18,12244.47,136.91,June,Friday
AP0406,Hyderabad-Visakhapatnam,Express,Guntur,2024-12-04,55,52,95.19,572.47,370.52,19267.15,114.59,December,Wednesday
AP0407,Hyderabad-Tirupati,Semi-Sleeper,Kurnool,2024-11-26,59,42,72.23,513.68,200.05,8402.2,151.87,November,Tuesday
AP0408,Kakinada-Vijayawada,Super Luxury,Visakhapatnam,2024-11-12,45,23,51.91,494.62,766.52,17629.91,145.95,November,Tuesday
AP0409,Nellore-Chennai,Ordinary,Tirupati,2024-11-09,55,49,89.12,133.45,286.58,14042.54,28.13,November,Saturday
AP0410,Vijayawada-Visakhapatnam,Ordinary,Visakhapatnam,2024-08-07,55,49,90.52,507.8,335.94,16461.05,140.31,August,Wednesday
AP0411,Guntur-Hyderabad,Sleeper,Vijayawada,2024-09-01,44,35,79.67,496.9,735.51,25742.94,117.93,September,Sunday
AP0412,Guntur-Hyderabad,Semi-Sleeper,Vijayawada,2024-02-28,63,31,49.5,265.24,190.11,5893.27,66.67,February,Wednesday
AP0413,Rajahmundry-Hyderabad,Sleeper,Visakhapatnam,2024-12-11,36,31,87.91,245.97,869.66,26959.53,52.42,December,Wednesday
AP0414,Kurnool-Hyderabad,Express,Kurnool,2024-08-09,59,51,87.82,568.81,334.22,17045.04,115.48,August,Friday
AP0415,Kadapa-Hyderabad,Ordinary,Kurnool,2024-10-04,59,38,65.86,439.83,184.61,7015.1,126.72,October,Friday
AP0416,Kakinada-Vijayawada,Sleeper,Nellore,2024-01-28,44,37,86.17,255.06,671.83,24857.66,45.16,January,Sunday
AP0417,Nellore-Chennai,Ordinary,Guntur,2024-06-24,55,38,69.83,448.01,223.39,8488.78,93.63,June,Monday
AP0418,Guntur-Hyderabad,Ordinary,Kurnool,2024-09-14,55,47,85.98,539.67,223.64,10511.28,137.62,September,Saturday
AP0419,Nellore-Chennai,Super Luxury,Hyderabad,2024-12-30,53,33,62.51,425.68,493.91,16298.9,85.31,December,Monday
AP0420,Anantapur-Bangalore,Super Luxury,Nellore,2024-10-30,45,22,49.92,320.41,585.4,12878.79,59.56,October,Wednesday
AP0421,Vijayawada-Tirupati,Super Luxury,Kurnool,2024-12-20,53,38,72.59,388.68,800.24,30408.95,72.34,December,Friday
AP0422,Hyderabad-Tirupati,Sleeper,Guntur,2024-03-14,36,19,52.87,583.65,402.57,7648.9,113.57,March,Thursday
AP0423,Kadapa-Hyderabad,Super Luxury,Hyderabad,2024-07-15,53,28,54.01,329.35,674.98,18899.43,66.56,July,Monday
AP0424,Eluru-Hyderabad,Super Luxury,Guntur,2024-07-07,49,40,83.24,290.76,767.77,30710.75,63.23,July,Sunday
AP0425,Hyderabad-Visakhapatnam,Super Luxury,Nellore,2024-06-30,53,44,84.79,632.26,630.31,27733.56,117.91,June,Sunday
AP0426,Kakinada-Vijayawada,Semi-Sleeper,Visakhapatnam,2024-08-01,55,39,71.98,406.29,310.02,12090.9,107.03,August,Thursday
AP0427,Hyderabad-Visakhapatnam,Ordinary,Guntur,2024-06-04,59,33,55.98,621.79,235.67,7777.04,131.92,June,Tuesday
AP0428,Nellore-Chennai,Express,Kurnool,2024-01-26,55,43,79.38,388.63,421.46,18122.64,89.62,January,Friday
AP0429,Anantapur-Bangalore,Volvo AC,Visakhapatnam,2024-01-07,57,32,57.02,383.19,638.51,20432.41,74.56,January,Sunday
AP0430,Kadapa-Hyderabad,Super Luxury,Nellore,2024-06-27,53,51,97.38,439.54,448.05,22850.32,110.03,June,Thursday
AP0431,Vijayawada-Visakhapatnam,Sleeper,Vijayawada,2024-08-09,36,33,92.15,469.25,855.94,28245.94,106.55,August,Friday
AP0432,Ongole-Hyderabad,Volvo AC,Tirupati,2024-04-07,53,42,79.63,399.37,868.61,36481.76,132.09,April,Sunday
AP0433,Hyderabad-Visakhapatnam,Volvo AC,Vijayawada,2024-10-19,53,27,51.77,634.64,764.65,20645.42,256.93,October,Saturday
AP0434,Ongole-Hyderabad,Ordinary,Tirupati,2024-02-25,59,38,65.25,224.32,319.96,12158.53,45.15,February,Sunday
AP0435,Chittoor-Bangalore,Express,Nellore,2024-06-14,55,18,34.0,312.06,258.5,4653.04,65.48,June,Friday
AP0436,Eluru-Hyderabad,Semi-Sleeper,Vijayawada,2024-09-22,59,51,87.74,314.04,292.66,14925.56,66.24,September,Sunday
AP0437,Nellore-Chennai,Semi-Sleeper,Visakhapatnam,2024-04-15,63,50,80.72,441.54,237.14,11857.05,108.74,April,Monday
AP0438,Vijayawada-Tirupati,Express,Hyderabad,2024-04-15,59,22,38.16,462.95,346.0,7612.03,91.76,April,Monday
AP0439,Eluru-Hyderabad,Sleeper,Hyderabad,2024-02-07,36,25,69.72,344.76,702.98,17574.47,58.8,February,Wednesday
AP0440,Hyderabad-Tirupati,Volvo AC,Nellore,2024-08-11,57,40,71.07,532.15,841.05,33642.14,90.93,August,Sunday
AP0441,Ongole-Hyderabad,Sleeper,Guntur,2024-02-08,40,39,99.39,323.63,1042.74,40667.04,61.04,February,Thursday
AP0442,Nellore-Chennai,Ordinary,Guntur,2024-05-10,59,40,68.04,328.32,178.61,7144.56,70.1,May,Friday
AP0443,Kadapa-Hyderabad,Semi-Sleeper,Vijayawada,2024-07-03,59,51,87.43,356.75,267.08,13620.89,73.46,July,Wednesday
AP0444,Guntur-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-12-10,55,34,61.85,296.88,349.06,11868.01,60.75,December,Tuesday
AP0445,Eluru-Hyderabad,Ordinary,Nellore,2024-02-14,63,44,70.38,499.39,282.69,12438.3,101.45,February,Wednesday
AP0446,Eluru-Hyderabad,Express,Vijayawada,2024-09-29,55,36,67.01,335.82,385.27,13869.72,94.52,September,Sunday
AP0447,Nellore-Chennai,Express,Vijayawada,2024-06-04,63,40,63.63,343.04,470.13,18805.02,65.82,June,Tuesday
AP0448,Rajahmundry-Hyderabad,Sleeper,Nellore,2024-08-08,36,24,67.5,385.97,205.45,4930.78,83.27,August,Thursday
AP0449,Ongole-Hyderabad,Semi-Sleeper,Vijayawada,2024-07-20,63,36,58.35,426.82,202.05,7273.82,91.35,July,Saturday
AP0450,Chittoor-Bangalore,Sleeper,Nellore,2024-01-01,36,27,76.26,469.96,443.39,11971.62,108.66,January,Monday
AP0451,Chittoor-Bangalore,Super Luxury,Visakhapatnam,2024-03-12,53,28,53.97,503.19,367.03,10276.85,115.78,March,Tuesday
AP0452,Anantapur-Bangalore,Semi-Sleeper,Tirupati,2024-12-16,59,29,50.26,359.91,347.7,10083.27,90.31,December,Monday
AP0453,Hyderabad-Vijayawada,Ordinary,Vijayawada,2024-04-11,63,63,100.0,272.02,304.84,19204.96,54.33,April,Thursday
AP0454,Vijayawada-Tirupati,Sleeper,Visakhapatnam,2024-05-28,44,27,62.76,182.65,976.09,26354.54,45.95,May,Tuesday
AP0455,Hyderabad-Tirupati,Express,Nellore,2024-01-28,63,43,68.98,589.45,412.0,17715.79,111.46,January,Sunday
AP0456,Hyderabad-Visakhapatnam,Semi-Sleeper,Nellore,2024-02-27,59,59,100.0,590.75,262.88,15509.82,159.01,February,Tuesday
AP0457,Kadapa-Hyderabad,Volvo AC,Vijayawada,2024-09-08,57,51,90.58,489.0,998.25,50910.84,114.87,September,Sunday
AP0458,Hyderabad-Tirupati,Semi-Sleeper,Visakhapatnam,2024-05-21,59,46,78.45,522.61,251.53,11570.49,110.29,May,Tuesday
AP0459,Kadapa-Hyderabad,Ordinary,Nellore,2024-07-29,59,44,75.15,218.64,118.08,5195.4,42.18,July,Monday
AP0460,Hyderabad-Tirupati,Sleeper,Visakhapatnam,2024-05-19,40,40,100.0,540.41,529.2,21167.8,102.68,May,Sunday
AP0461,Kurnool-Hyderabad,Volvo AC,Nellore,2024-05-28,53,37,70.18,299.77,674.32,24949.96,73.01,May,Tuesday
AP0462,Rajahmundry-Hyderabad,Volvo AC,Hyderabad,2024-05-22,49,39,81.16,167.94,716.77,27954.02,35.61,May,Wednesday
AP0463,Kakinada-Vijayawada,Express,Kurnool,2024-03-10,55,54,99.75,169.44,263.17,14211.1,30.26,March,Sunday
AP0464,Hyderabad-Vijayawada,Super Luxury,Tirupati,2024-02-09,49,45,93.77,303.45,727.83,32752.21,64.9,February,Friday
AP0465,Hyderabad-Visakhapatnam,Express,Hyderabad,2024-02-25,59,37,64.27,587.4,481.42,17812.43,91.36,February,Sunday
AP0466,Anantapur-Bangalore,Sleeper,Kurnool,2024-11-27,44,31,72.04,392.33,972.95,30161.48,63.64,November,Wednesday
AP0467,Kurnool-Hyderabad,Express,Guntur,2024-04-03,55,46,83.73,304.03,225.57,10376.08,92.71,April,Wednesday
AP0468,Rajahmundry-Hyderabad,Express,Guntur,2024-10-04,63,43,68.7,362.95,342.55,14729.45,85.23,October,Friday
AP0469,Nellore-Chennai,Sleeper,Nellore,2024-07-27,40,25,64.43,458.27,506.23,12655.76,111.15,July,Saturday
AP0470,Guntur-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-05-20,63,34,54.04,358.07,147.03,4998.92,89.63,May,Monday
AP0471,Hyderabad-Vijayawada,Semi-Sleeper,Hyderabad,2024-05-22,63,44,71.41,266.67,305.77,13453.67,77.1,May,Wednesday
AP0472,Guntur-Hyderabad,Sleeper,Visakhapatnam,2024-01-26,44,38,88.45,335.8,571.39,21712.72,86.26,January,Friday
AP0473,Eluru-Hyderabad,Sleeper,Vijayawada,2024-01-14,40,28,70.31,355.9,493.48,13817.5,73.27,January,Sunday
AP0474,Ongole-Hyderabad,Sleeper,Nellore,2024-04-09,44,31,71.9,453.19,526.71,16327.95,81.27,April,Tuesday
AP0475,Hyderabad-Tirupati,Express,Tirupati,2024-11-09,55,51,92.96,589.9,442.55,22570.0,139.97,November,Saturday
AP0476,Ongole-Hyderabad,Sleeper,Nellore,2024-12-17,44,30,69.06,306.17,483.61,14508.39,75.24,December,Tuesday
AP0477,Kadapa-Hyderabad,Express,Nellore,2024-12-29,63,41,65.53,385.35,371.52,15232.46,89.72,December,Sunday
AP0478,Hyderabad-Tirupati,Express,Guntur,2024-08-08,59,59,100.0,544.51,273.07,16110.95,122.95,August,Thursday
AP0479,Kurnool-Hyderabad,Volvo AC,Vijayawada,2024-04-02,49,38,79.11,310.33,740.28,28130.66,72.38,April,Tuesday
AP0480,Kurnool-Hyderabad,Semi-Sleeper,Vijayawada,2024-04-21,55,51,93.28,417.29,245.47,12519.12,135.12,April,Sunday
AP0481,Nellore-Chennai,Super Luxury,Nellore,2024-10-17,45,20,46.16,377.08,826.15,16522.9,79.53,October,Thursday
AP0482,Guntur-Hyderabad,Ordinary,Tirupati,2024-08-12,55,29,52.97,514.95,369.06,10702.71,96.14,August,Monday
AP0483,Hyderabad-Visakhapatnam,Ordinary,Visakhapatnam,2024-10-07,63,52,83.59,627.05,146.55,7620.53,139.5,October,Monday
AP0484,Chittoor-Bangalore,Express,Guntur,2024-01-25,59,58,99.62,265.95,225.13,13057.27,61.56,January,Thursday
AP0485,Ongole-Hyderabad,Super Luxury,Tirupati,2024-11-27,53,37,71.63,399.12,513.12,18985.44,94.72,November,Wednesday
AP0486,Rajahmundry-Hyderabad,Express,Vijayawada,2024-08-26,55,52,94.77,280.86,209.06,10871.35,52.63,August,Monday
AP0487,Kakinada-Vijayawada,Volvo AC,Tirupati,2024-03-19,53,31,58.51,355.78,868.88,26935.18,90.59,March,Tuesday
AP0488,Eluru-Hyderabad,Semi-Sleeper,Nellore,2024-10-18,59,38,65.96,303.14,242.07,9198.75,74.92,October,Friday
AP0489,Vijayawada-Tirupati,Sleeper,Vijayawada,2024-05-30,36,15,42.07,205.82,680.08,10201.2,39.69,May,Thursday
AP0490,Ongole-Hyderabad,Express,Nellore,2024-10-01,55,35,65.14,337.87,398.91,13961.72,57.13,October,Tuesday
AP0491,Kadapa-Hyderabad,Express,Guntur,2024-06-12,55,47,85.71,304.09,460.84,21659.68,77.1,June,Wednesday
AP0492,Hyderabad-Visakhapatnam,Semi-Sleeper,Vijayawada,2024-11-24,55,34,62.11,584.12,375.42,12764.41,166.29,November,Sunday
AP0493,Kurnool-Hyderabad,Super Luxury,Visakhapatnam,2024-02-19,53,42,80.11,401.65,729.37,30633.33,76.09,February,Monday
AP0494,Hyderabad-Visakhapatnam,Sleeper,Tirupati,2024-10-16,40,40,100.0,586.06,784.21,31368.35,112.38,October,Wednesday
AP0495,Kadapa-Hyderabad,Express,Hyderabad,2024-05-17,55,55,100.0,313.32,489.3,26911.25,54.99,May,Friday
AP0496,Hyderabad-Visakhapatnam,Express,Tirupati,2024-03-28,59,59,100.0,608.87,400.9,23653.36,145.18,March,Thursday
AP0497,Hyderabad-Vijayawada,Super Luxury,Nellore,2024-04-15,53,33,62.34,260.72,632.62,20876.44,65.86,April,Monday
AP0498,Kurnool-Hyderabad,Express,Vijayawada,2024-10-31,63,51,81.77,440.16,490.04,24992.03,75.23,October,Thursday
AP0499,Hyderabad-Visakhapatnam,Volvo AC,Kurnool,2024-10-24,49,32,67.13,609.45,468.68,14997.61,145.01,October,Thursday
AP0500,Nellore-Chennai,Ordinary,Guntur,2024-12-28,63,54,86.22,457.29,349.1,18851.17,96.06,December,Saturday
AP0501,Anantapur-Bangalore,Ordinary,Vijayawada,2024-12-17,55,19,35.31,318.32,279.37,5308.1,71.02,December,Tuesday
AP0502,Rajahmundry-Hyderabad,Express,Tirupati,2024-06-07,63,46,73.57,221.95,552.94,25435.09,47.72,June,Friday
AP0503,Rajahmundry-Hyderabad,Semi-Sleeper,Vijayawada,2024-05-07,55,55,100.0,183.14,379.78,20887.65,34.25,May,Tuesday
AP0504,Kakinada-Vijayawada,Volvo AC,Kurnool,2024-12-21,53,24,45.34,540.16,888.26,21318.27,115.03,December,Saturday
AP0505,Nellore-Chennai,Ordinary,Hyderabad,2024-05-28,59,48,82.04,261.89,279.9,13435.27,66.64,May,Tuesday
AP0506,Nellore-Chennai,Super Luxury,Kurnool,2024-07-17,45,26,58.58,416.54,515.34,13398.93,68.82,July,Wednesday
AP0507,Ongole-Hyderabad,Volvo AC,Hyderabad,2024-11-30,57,45,79.31,438.14,647.96,29158.29,86.3,November,Saturday
AP0508,Anantapur-Bangalore,Ordinary,Guntur,2024-04-04,63,54,87.11,483.22,176.7,9541.7,103.22,April,Thursday
AP0509,Guntur-Hyderabad,Express,Guntur,2024-02-23,63,24,38.88,343.45,356.36,8552.74,72.12,February,Friday
AP0510,Kakinada-Vijayawada,Super Luxury,Tirupati,2024-07-12,49,32,66.76,151.27,791.54,25329.43,35.23,July,Friday
AP0511,Kadapa-Hyderabad,Volvo AC,Kurnool,2024-12-29,49,42,86.79,258.31,1131.64,47528.94,54.25,December,Sunday
AP0512,Chittoor-Bangalore,Volvo AC,Guntur,2024-06-21,57,27,47.51,526.12,956.16,25816.4,116.92,June,Friday
AP0513,Anantapur-Bangalore,Sleeper,Guntur,2024-07-18,40,15,39.7,276.06,1075.49,16132.33,70.38,July,Thursday
AP0514,Kakinada-Vijayawada,Express,Visakhapatnam,2024-09-23,55,25,47.16,369.61,655.47,16386.72,97.87,September,Monday
AP0515,Kakinada-Vijayawada,Express,Visakhapatnam,2024-08-17,63,47,75.13,240.78,404.06,18990.81,46.59,August,Saturday
AP0516,Hyderabad-Vijayawada,Express,Tirupati,2024-06-02,63,52,83.61,267.21,558.98,29067.16,42.88,June,Sunday
AP0517,Guntur-Hyderabad,Semi-Sleeper,Tirupati,2024-09-25,59,42,71.36,382.03,306.49,12872.43,82.33,September,Wednesday
AP0518,Rajahmundry-Hyderabad,Sleeper,Kurnool,2024-08-02,44,34,77.8,124.38,812.83,27636.22,34.96,August,Friday
AP0519,Kadapa-Hyderabad,Express,Tirupati,2024-06-12,55,49,89.15,331.86,217.31,10648.05,80.85,June,Wednesday
AP0520,Ongole-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-08-04,55,35,64.71,336.37,100.0,3500.0,62.89,August,Sunday
AP0521,Hyderabad-Tirupati,Semi-Sleeper,Vijayawada,2024-03-27,59,57,97.22,536.85,371.07,21150.85,115.65,March,Wednesday
AP0522,Rajahmundry-Hyderabad,Express,Nellore,2024-11-01,55,42,76.97,293.03,440.05,18482.02,75.39,November,Friday
AP0523,Guntur-Hyderabad,Super Luxury,Tirupati,2024-08-05,49,33,67.45,360.85,474.21,15648.96,86.62,August,Monday
AP0524,Vijayawada-Visakhapatnam,Ordinary,Nellore,2024-10-18,63,41,65.1,317.06,329.67,13516.46,77.54,October,Friday
AP0525,Hyderabad-Visakhapatnam,Volvo AC,Visakhapatnam,2024-01-16,49,49,100.0,578.46,976.14,47831.0,149.95,January,Tuesday
AP0526,Hyderabad-Tirupati,Super Luxury,Visakhapatnam,2024-06-06,53,27,51.86,580.06,806.1,21764.79,122.02,June,Thursday
AP0527,Guntur-Hyderabad,Super Luxury,Vijayawada,2024-09-09,49,39,81.5,253.48,764.27,29806.69,63.2,September,Monday
AP0528,Hyderabad-Vijayawada,Express,Vijayawada,2024-09-02,63,23,37.02,282.93,443.6,10202.74,51.21,September,Monday
AP0529,Vijayawada-Tirupati,Volvo AC,Nellore,2024-06-20,49,14,30.54,549.16,872.1,12209.44,143.22,June,Thursday
AP0530,Guntur-Hyderabad,Express,Visakhapatnam,2024-04-04,59,32,54.67,320.66,382.26,12232.25,95.99,April,Thursday
AP0531,Kakinada-Vijayawada,Super Luxury,Tirupati,2024-06-20,49,21,43.65,375.26,503.94,10582.75,66.92,June,Thursday
AP0532,Eluru-Hyderabad,Semi-Sleeper,Vijayawada,2024-06-15,63,59,95.19,406.23,287.32,16952.09,96.96,June,Saturday
AP0533,Chittoor-Bangalore,Volvo AC,Visakhapatnam,2024-07-15,49,48,98.71,393.41,1020.59,48988.11,81.26,July,Monday
AP0534,Kakinada-Vijayawada,Sleeper,Visakhapatnam,2024-01-29,44,16,37.18,393.11,825.17,13202.76,98.48,January,Monday
AP0535,Eluru-Hyderabad,Super Luxury,Kurnool,2024-05-01,45,31,70.0,112.36,754.54,23390.62,26.57,May,Wednesday
AP0536,Vijayawada-Visakhapatnam,Volvo AC,Visakhapatnam,2024-11-22,49,47,97.95,404.7,1139.14,53539.8,88.85,November,Friday
AP0537,Eluru-Hyderabad,Semi-Sleeper,Vijayawada,2024-07-26,55,30,54.95,153.87,264.02,7920.69,38.01,July,Friday
AP0538,Ongole-Hyderabad,Ordinary,Hyderabad,2024-06-19,59,50,86.17,278.3,301.61,15080.68,80.15,June,Wednesday
AP0539,Guntur-Hyderabad,Sleeper,Visakhapatnam,2024-04-20,44,29,67.48,238.65,652.74,18929.54,40.34,April,Saturday
AP0540,Rajahmundry-Hyderabad,Volvo AC,Tirupati,2024-04-03,53,35,67.27,402.9,597.88,20925.81,88.64,April,Wednesday
AP0541,Kadapa-Hyderabad,Sleeper,Guntur,2024-03-16,44,39,90.6,317.35,811.73,31657.65,81.43,March,Saturday
AP0542,Eluru-Hyderabad,Sleeper,Vijayawada,2024-08-03,44,41,94.06,354.52,963.96,39522.44,78.07,August,Saturday
AP0543,Rajahmundry-Hyderabad,Ordinary,Visakhapatnam,2024-08-07,59,57,96.67,403.06,304.13,17335.51,98.72,August,Wednesday
AP0544,Chittoor-Bangalore,Volvo AC,Visakhapatnam,2024-06-16,49,9,20.0,380.61,878.37,7905.32,74.23,June,Sunday
AP0545,Guntur-Hyderabad,Sleeper,Kurnool,2024-08-23,44,33,75.09,249.89,728.31,24034.12,58.48,August,Friday
AP0546,Kurnool-Hyderabad,Semi-Sleeper,Guntur,2024-03-04,55,39,72.24,291.82,166.76,6503.78,81.95,March,Monday
AP0547,Kurnool-Hyderabad,Super Luxury,Visakhapatnam,2024-11-08,53,31,59.23,225.45,325.25,10082.68,57.57,November,Friday
AP0548,Kurnool-Hyderabad,Super Luxury,Guntur,2024-05-13,53,45,85.74,383.09,519.49,23377.12,67.67,May,Monday
AP0549,Anantapur-Bangalore,Ordinary,Guntur,2024-06-25,59,39,66.26,240.19,360.12,14044.67,53.01,June,Tuesday
AP0550,Kurnool-Hyderabad,Volvo AC,Guntur,2024-09-05,53,44,83.52,349.83,614.33,27030.33,81.02,September,Thursday
AP0551,Kadapa-Hyderabad,Semi-Sleeper,Kurnool,2024-05-31,63,43,69.6,338.69,255.13,10970.73,97.87,May,Friday
AP0552,Hyderabad-Tirupati,Express,Hyderabad,2024-05-05,63,44,70.07,549.05,311.06,13686.43,120.94,May,Sunday
AP0553,Anantapur-Bangalore,Express,Hyderabad,2024-11-24,63,19,30.46,505.88,501.96,9537.22,121.93,November,Sunday
AP0554,Hyderabad-Vijayawada,Express,Visakhapatnam,2024-02-14,63,43,68.95,258.19,361.65,15551.12,89.49,February,Wednesday
AP0555,Guntur-Hyderabad,Sleeper,Vijayawada,2024-03-28,40,25,62.84,201.09,800.84,20021.07,43.95,March,Thursday
AP0556,Vijayawada-Visakhapatnam,Sleeper,Hyderabad,2024-07-27,36,32,89.6,238.74,413.99,13247.66,64.95,July,Saturday
AP0557,Eluru-Hyderabad,Super Luxury,Hyderabad,2024-01-13,53,47,89.99,475.92,583.9,27443.15,87.85,January,Saturday
AP0558,Vijayawada-Visakhapatnam,Express,Guntur,2024-04-08,63,50,80.14,322.34,302.66,15133.11,66.31,April,Monday
AP0559,Vijayawada-Tirupati,Sleeper,Vijayawada,2024-11-03,36,29,83.01,428.21,700.03,20300.97,110.73,November,Sunday
AP0560,Kurnool-Hyderabad,Express,Kurnool,2024-06-27,63,43,68.77,329.73,265.04,11396.82,84.37,June,Thursday
AP0561,Vijayawada-Tirupati,Ordinary,Nellore,2024-03-10,55,37,68.34,542.62,242.38,8967.88,148.19,March,Sunday
AP0562,Hyderabad-Tirupati,Express,Visakhapatnam,2024-11-13,55,33,60.78,537.47,589.78,19462.63,159.7,November,Wednesday
AP0563,Nellore-Chennai,Ordinary,Tirupati,2024-12-23,63,51,81.02,316.09,199.76,10187.83,65.91,December,Monday
AP0564,Vijayawada-Visakhapatnam,Semi-Sleeper,Visakhapatnam,2024-08-07,59,36,62.21,320.8,262.36,9444.91,77.55,August,Wednesday
AP0565,Vijayawada-Visakhapatnam,Super Luxury,Vijayawada,2024-01-06,53,32,61.68,390.81,717.02,22944.6,79.1,January,Saturday
AP0566,Nellore-Chennai,Express,Nellore,2024-01-26,63,48,77.66,572.07,357.05,17138.57,126.93,January,Friday
AP0567,Eluru-Hyderabad,Super Luxury,Kurnool,2024-06-24,49,32,65.77,348.56,748.48,23951.33,79.29,June,Monday
AP0568,Vijayawada-Tirupati,Semi-Sleeper,Nellore,2024-11-07,59,42,71.81,452.95,308.51,12957.44,87.14,November,Thursday
AP0569,Guntur-Hyderabad,Volvo AC,Visakhapatnam,2024-08-17,57,43,76.09,329.63,787.06,33843.68,55.44,August,Saturday
AP0570,Kurnool-Hyderabad,Volvo AC,Nellore,2024-06-13,49,34,69.99,227.68,867.78,29504.46,38.88,June,Thursday
AP0571,Rajahmundry-Hyderabad,Super Luxury,Nellore,2024-04-25,53,38,73.3,290.69,817.99,31083.71,61.18,April,Thursday
AP0572,Ongole-Hyderabad,Sleeper,Guntur,2024-11-30,44,30,70.27,194.75,857.0,25709.86,37.32,November,Saturday
AP0573,Eluru-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-12-17,63,60,96.79,449.65,335.21,20112.83,114.82,December,Tuesday
AP0574,Kadapa-Hyderabad,Semi-Sleeper,Tirupati,2024-12-14,59,44,75.59,368.88,283.93,12492.72,116.71,December,Saturday
AP0575,Hyderabad-Visakhapatnam,Express,Kurnool,2024-12-12,55,40,74.39,596.58,348.92,13956.75,135.69,December,Thursday
AP0576,Guntur-Hyderabad,Express,Hyderabad,2024-09-01,59,42,72.87,186.2,507.64,21320.83,60.63,September,Sunday
AP0577,Guntur-Hyderabad,Super Luxury,Guntur,2024-05-09,45,40,91.05,307.99,674.53,26981.24,77.9,May,Thursday
AP0578,Vijayawada-Visakhapatnam,Sleeper,Nellore,2024-01-16,44,11,26.56,302.65,861.39,9475.25,60.0,January,Tuesday
AP0579,Hyderabad-Tirupati,Ordinary,Guntur,2024-12-07,55,30,54.78,553.22,220.35,6610.6,147.77,December,Saturday
AP0580,Guntur-Hyderabad,Semi-Sleeper,Vijayawada,2024-05-11,55,38,70.67,426.17,261.95,9954.24,115.02,May,Saturday
AP0581,Vijayawada-Visakhapatnam,Sleeper,Vijayawada,2024-08-15,36,19,55.54,291.41,722.96,13736.19,61.18,August,Thursday
AP0582,Chittoor-Bangalore,Semi-Sleeper,Kurnool,2024-07-07,55,28,51.04,436.99,350.23,9806.37,81.04,July,Sunday
AP0583,Kakinada-Vijayawada,Ordinary,Nellore,2024-11-18,59,48,82.42,328.76,306.33,14704.04,57.64,November,Monday
AP0584,Kurnool-Hyderabad,Express,Vijayawada,2024-02-21,59,48,82.22,372.58,230.05,11042.41,82.54,February,Wednesday
AP0585,Hyderabad-Visakhapatnam,Super Luxury,Guntur,2024-07-02,53,50,94.55,616.23,453.7,22684.75,139.91,July,Tuesday
AP0586,Hyderabad-Tirupati,Semi-Sleeper,Tirupati,2024-07-03,63,39,63.15,542.66,164.9,6430.98,156.41,July,Wednesday
AP0587,Kurnool-Hyderabad,Volvo AC,Visakhapatnam,2024-02-11,57,25,44.96,348.41,620.25,15506.16,66.58,February,Sunday
AP0588,Hyderabad-Visakhapatnam,Ordinary,Nellore,2024-07-25,59,35,60.36,589.15,351.49,12302.14,165.39,July,Thursday
AP0589,Ongole-Hyderabad,Semi-Sleeper,Visakhapatnam,2024-11-16,59,47,79.79,368.11,178.7,8399.02,66.41,November,Saturday
AP0590,Hyderabad-Tirupati,Ordinary,Visakhapatnam,2024-03-14,63,51,81.29,589.25,199.05,10151.61,129.37,March,Thursday
AP0591,Anantapur-Bangalore,Ordinary,Hyderabad,2024-03-18,59,59,100.0,211.15,256.97,15161.37,65.58,March,Monday
AP0592,Kurnool-Hyderabad,Super Luxury,Vijayawada,2024-12-26,45,27,61.53,397.79,523.14,14124.76,74.84,December,Thursday
AP0593,Vijayawada-Visakhapatnam,Ordinary,Kurnool,2024-10-05,63,25,41.12,223.55,230.52,5762.95,72.92,October,Saturday
AP0594,Kurnool-Hyderabad,Express,Guntur,2024-04-06,55,40,73.14,353.37,361.72,14468.73,58.83,April,Saturday
AP0595,Kurnool-Hyderabad,Semi-Sleeper,Nellore,2024-02-03,63,24,39.33,232.38,100.0,2400.0,47.52,February,Saturday
